identifier1	identifier2	prediction
fic_2003_31451.txt-34-18	mag_1821_553357.txt-5-2	0.03388360724134126
mag_1982_490865.txt-257-15	nf_1987_773764.txt-30-15	0.12477149771056607
fic_1843_7208.txt-326-14	fic_1850_7171.txt-2896-10	0.029662326938959257
mag_2000_413105.txt-45-4	nf_1987_773764.txt-30-15	0.11255492983072382
mag_1833_564465.txt-407-14	mag_1978_493859.txt-58-4	0.0766535634265259
mag_1963_431674.txt-203-9	mag_1981_432075.txt-9-6	0.03326286393848617
mag_2000_413105.txt-45-4	nf_1845_747632.txt-109-33	0.06179103422999967
news_1985_671507.txt-4-0	nf_1833_747716.txt-103-18	0.018016924825849125
news_1997_652844.txt-87-18	nf_1845_747580.txt-1286-4	0.011469212160253964
fic_1850_7171.txt-2896-10	news_1997_621019.txt-127-99	0.03450217645258289
news_1997_652844.txt-87-18	nf_1842_747583.txt-1570-24	0.007269999296643136
mag_1982_326703.txt-1-11	nf_1846_747633.txt-113-13	0.07148520810289204
fic_1859_9192.txt-5103-20	mag_1968_273118.txt-13-3	0.043889569224114966
fic_1843_7208.txt-13644-77	news_2000_633263.txt-34-4	0.06211743463591532
fic_2003_31451.txt-34-18	nf_1833_747716.txt-1047-11	0.022487623217888175
fic_1859_9192.txt-5103-20	mag_1964_249404.txt-7-24	0.0511903900167843
fic_1859_9192.txt-5103-20	mag_1859_567143.txt-95-1	0.07917050080311676
news_1989_670293.txt-49-3	nf_1845_747580.txt-134-32	0.04536560291966664
mag_1825_553683.txt-56-25	news_1969_728042.txt-22-3	0.048384614063759164
mag_1829_553987.txt-7-10	mag_1856_590756.txt-169-61	0.06067967617183415
mag_1829_553987.txt-7-10	news_1997_621019.txt-127-99	0.030154246404751547
fic_1859_9192.txt-5103-20	mag_1825_553683.txt-56-25	0.0085093792005036
news_1985_671507.txt-4-0	nf_1846_747633.txt-231-1	0.06205135744378647
news_1985_671507.txt-4-0	news_1998_626809.txt-10-24	0.010019642070368585
fic_1849_7167.txt-2790-1	mag_1976_287161.txt-19-5	0.06212138404141408
mag_1829_553987.txt-7-10	nf_1987_773764.txt-30-15	0.08765781580707079
mag_1977_487930.txt-73-5	mag_1989_328173.txt-1-1	0.05134112175828877
fic_1859_9192.txt-5103-20	mag_1842_554993.txt-83-1	0.12765210354291742
mag_1968_491272.txt-368-17	mag_1976_287161.txt-19-5	0.027422507111900214
news_2000_633263.txt-34-4	nf_1846_747633.txt-73-6	0.013367670984866124
fic_1850_7171.txt-2896-10	news_1985_671507.txt-4-0	0.05884132519673323
mag_2000_413105.txt-45-4	news_1967_726722.txt-23-34	0.0678680399699382
fic_1850_7171.txt-2896-10	nf_1987_773764.txt-30-15	0.10853091835630134
fic_1843_7208.txt-9877-1	nf_1846_747633.txt-113-13	0.06318599063158538
mag_1842_586820.txt-11-20	mag_1850_589167.txt-57-39	0.01934525743014923
nf_1851_758845.txt-449-53	nf_1987_773764.txt-30-15	0.11293325950128662
mag_1842_554993.txt-83-1	news_1989_668994.txt-2-39	0.12462201474570772
mag_1844_587318.txt-1139-1	nf_1987_773764.txt-30-15	0.1380915474975147
fic_1843_7208.txt-9877-1	news_2000_633263.txt-34-4	0.16197349123370636
fic_1850_7171.txt-2896-10	nf_1846_747633.txt-83-17	0.03566223024283137
mag_1830_554072.txt-20-23	mag_1842_586820.txt-11-20	0.04425800742922596
fic_1851_9819.txt-810-15	mag_1990_388658.txt-61-27	0.02995406674411744
fic_1843_7208.txt-8636-10	mag_1821_553357.txt-5-2	0.0583113734023045
mag_1991_421435.txt-34-3	mag_2000_413105.txt-45-4	0.02249001442951612
fic_1851_9819.txt-810-15	fic_1859_9192.txt-5103-20	0.011246343872695588
fic_1851_9819.txt-810-15	mag_1989_328173.txt-1-1	0.032305368869544604
fic_1851_9819.txt-810-15	mag_1842_586820.txt-11-20	0.033264216061949715
fic_1851_9819.txt-810-15	news_1998_653810.txt-56-2	0.04364391538674469
fic_1843_7208.txt-9877-1	mag_2000_413105.txt-45-4	0.1374340812646653
fic_1843_7208.txt-9877-1	mag_1978_493859.txt-58-4	0.10722146389057108
mag_2000_413105.txt-45-4	news_1997_652844.txt-87-18	0.02914622889788712
fic_1850_7171.txt-2896-10	news_1989_668994.txt-2-39	0.06129304587256866
news_2000_633263.txt-34-4	nf_1837_755525.txt-1851-19	0.02981713795248503
fic_1850_7171.txt-2896-10	nf_1843_747797.txt-819-9	0.04218132604790579
mag_1842_586820.txt-11-20	mag_1973_280382.txt-1-8	0.018678401404896527
mag_1842_586820.txt-11-20	mag_1962_246510.txt-15-12	0.06685441325666512
mag_1842_586820.txt-11-20	mag_1976_287161.txt-19-5	0.06495523947903974
fic_1843_7208.txt-9877-1	fic_1979_16097.txt-625-12	0.044407880551424125
fic_1843_7208.txt-9877-1	mag_1852_526185.txt-226-14	0.14810288906012953
news_2000_633263.txt-34-4	nf_1857_767292.txt-2104-4	0.054341155679210176
mag_1842_586820.txt-11-20	mag_1852_526185.txt-226-14	0.054896745730494266
mag_1968_273118.txt-13-3	nf_1846_747633.txt-496-8	0.027193070453184462
mag_1986_331751.txt-27-6	news_1979_734385.txt-11-27	0.03882711541358818
fic_1843_7208.txt-9877-1	mag_1976_287161.txt-19-5	0.12927217653023432
mag_1844_587318.txt-1023-23	mag_1980_323107.txt-23-4	0.0016770817257235418
